height,hash,prev_hash,difficulty,reward,next_block_reward,time
528343,00000000000000000028e98ab056e5d047578813063a4f380bf1e4976adffbc0,0000000000000000001201e3c7b3af1903b065855b4ea04cddc54bcef7c61671,5077499034879.017000,12.5,12.5,1529488339
